species_scientific,age_years,dbh_cm,height_m,source_for_growth
Tectona grandis,0,0.0,0.0,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Phyllanthus emblica,11,22.85,14.66,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Phyllanthus emblica,12,23.61,15.26,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Phyllanthus emblica,13,24.26,15.8,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Phyllanthus emblica,14,24.82,16.27,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Phyllanthus emblica,15,25.3,16.69,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Phyllanthus emblica,16,25.72,17.07,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Phyllanthus emblica,17,26.08,17.4,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Phyllanthus emblica,18,26.38,17.69,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Phyllanthus emblica,19,26.65,17.95,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Phyllanthus emblica,20,26.88,18.19,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Phyllanthus emblica,21,27.07,18.39,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Phyllanthus emblica,22,27.24,18.57,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Phyllanthus emblica,23,27.39,18.73,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Phyllanthus emblica,24,27.51,18.88,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Phyllanthus emblica,25,27.62,19.0,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Phyllanthus emblica,26,27.71,19.12,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Phyllanthus emblica,27,27.79,19.22,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Phyllanthus emblica,28,27.86,19.31,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Phyllanthus emblica,29,27.92,19.38,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Phyllanthus emblica,30,27.97,19.45,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Syzygium cumini,0,0.0,0.0,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Syzygium cumini,1,4.83,3.39,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Syzygium cumini,2,8.98,6.4,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Syzygium cumini,3,12.55,9.07,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Syzygium cumini,4,15.63,11.44,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Syzygium cumini,5,18.28,13.54,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Syzygium cumini,6,20.56,15.4,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Syzygium cumini,7,22.52,17.05,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Syzygium cumini,8,24.21,18.51,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Syzygium cumini,9,25.66,19.81,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Syzygium cumini,10,26.91,20.96,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Syzygium cumini,11,27.99,21.99,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Syzygium cumini,12,28.91,22.89,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Syzygium cumini,13,29.71,23.7,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Syzygium cumini,14,30.4,24.41,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Syzygium cumini,15,30.99,25.04,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Syzygium cumini,16,31.5,25.6,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Syzygium cumini,17,31.94,26.1,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Syzygium cumini,18,32.31,26.54,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Syzygium cumini,19,32.64,26.93,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Syzygium cumini,20,32.92,27.28,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Syzygium cumini,21,33.16,27.59,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Syzygium cumini,22,33.36,27.86,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Syzygium cumini,23,33.54,28.1,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Syzygium cumini,24,33.69,28.32,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Syzygium cumini,25,33.83,28.51,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Syzygium cumini,26,33.94,28.68,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Syzygium cumini,27,34.04,28.83,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Syzygium cumini,28,34.12,28.96,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Syzygium cumini,29,34.19,29.08,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Syzygium cumini,30,34.26,29.18,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Erythrina variegata,0,0.0,0.0,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Erythrina variegata,1,3.94,2.26,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Erythrina variegata,2,7.33,4.27,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Erythrina variegata,3,10.25,6.05,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Erythrina variegata,4,12.76,7.62,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Erythrina variegata,5,14.92,9.02,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Erythrina variegata,6,16.78,10.26,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Erythrina variegata,7,18.39,11.37,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Erythrina variegata,8,19.77,12.34,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Erythrina variegata,9,20.95,13.21,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Erythrina variegata,10,21.97,13.98,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Erythrina variegata,11,22.85,14.66,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Erythrina variegata,12,23.61,15.26,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Erythrina variegata,13,24.26,15.8,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Erythrina variegata,14,24.82,16.27,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Erythrina variegata,15,25.3,16.69,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Erythrina variegata,16,25.72,17.07,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Erythrina variegata,17,26.08,17.4,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Erythrina variegata,18,26.38,17.69,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Erythrina variegata,19,26.65,17.95,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Erythrina variegata,20,26.88,18.19,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Erythrina variegata,21,27.07,18.39,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Erythrina variegata,22,27.24,18.57,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Erythrina variegata,23,27.39,18.73,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Erythrina variegata,24,27.51,18.88,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Erythrina variegata,25,27.62,19.0,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Erythrina variegata,26,27.71,19.12,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Erythrina variegata,27,27.79,19.22,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Erythrina variegata,28,27.86,19.31,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Erythrina variegata,29,27.92,19.38,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Erythrina variegata,30,27.97,19.45,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Ficus microcarpa,0,0.0,0.0,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Ficus microcarpa,1,3.94,2.26,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Ficus microcarpa,2,7.33,4.27,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Ficus microcarpa,3,10.25,6.05,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Ficus microcarpa,4,12.76,7.62,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Ficus microcarpa,5,14.92,9.02,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Ficus microcarpa,6,16.78,10.26,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Ficus microcarpa,7,18.39,11.37,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Ficus microcarpa,8,19.77,12.34,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Ficus microcarpa,9,20.95,13.21,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Ficus microcarpa,10,21.97,13.98,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Ficus microcarpa,11,22.85,14.66,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Ficus microcarpa,12,23.61,15.26,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Ficus microcarpa,13,24.26,15.8,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Ficus microcarpa,14,24.82,16.27,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Ficus microcarpa,15,25.3,16.69,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Ficus microcarpa,16,25.72,17.07,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Ficus microcarpa,17,26.08,17.4,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
